ChimeraID	HostBGC	HostOrganism	HostCompound	DonorBGC	DonorOrganism	DonorProtein	DonorProduct	DonorLength	SwapPosition	AssemblySize	MeanDJCS	MinDJCS	MaxDJCS	MeanDeltaH	Rescued	RescueLinker	ProteinIDs
CHM_07669	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000034	Streptomyces sp. FR-008	AAQ82554.1	FscRIV	1005	3	6	98.5714	95.8054	99.9754	0.2093	False		QPP46759.1;QPP46749.1;QPP46750.1;AAQ82554.1;QPP46758.1;QPP46760.1
CHM_04492	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000954	Chondromyces crocatus	CAQ18838.1	polyketide synthase	1885	2	4	98.5708	95.9289	99.9371	0.19	False		CAM59601.1;CAJ21198.2;CAQ18838.1;CAM59606.1
CHM_07623	BGC0002500	Streptomyces pactum	NFAT-133	BGC0001828	Streptomyces griseus	ANZ22985.1	ZinB	5136	2	6	98.5589	96.3476	99.881	0.2247	False		QPP46759.1;QPP46749.1;ANZ22985.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_09641	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0002734	Aspergillus terreus NIH2624	ATEG_03635	conserved hypothetical protein	705	4	5	98.5565	95.9289	99.9801	0.2117	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;ATEG_03635
CHM_08352	BGC0002480	Sphaerospermopsis sp. LEGE 00249	chlorosphaerolactylate D	BGC0000163	Streptomyces longisporoflavus	ACR50782.1	polyketide synthase	1553	1	3	98.554	98.2388	98.8692	0.255	False		H5968_00850;ACR50782.1;H5968_00880
CHM_09400	BGC0000275	Streptomyces glaucescens	tetracenomycin C	BGC0000297	Planktothrix agardhii NIVA-CYA 126	CAJ21199.2	hypothetical protein	736	1	2	98.5524	98.5524	98.5524	0.2567	False		AAA67509.1;CAJ21199.2
CHM_09686	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001069	Sorangium cellulosum	AAY89049.1	polyketide synthase	5843	4	5	98.548	95.9289	99.9801	0.2125	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;AAY89049.1
CHM_07770	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002342	Myxococcus xanthus	QKW94294.1	short-chain dehydrogenase/reductase SDR	921	4	6	98.5461	95.99	99.9754	0.1893	False		QPP46759.1;QPP46749.1;QPP46750.1;QPP46757.1;QKW94294.1;QPP46760.1
CHM_09108	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0001162	Moorea producens JHB	AHH34189.1	polyketide synthase	2294	0	3	98.5439	98.32	98.7679	0.2567	False		AHH34189.1;AFJ52712.1;AFJ52700.1
CHM_04971	BGC0001544	Aspergillus campestris IBT 28561	chlorflavonin	BGC0002137	Streptomyces sp. NRRL F-3213	IF70_RS33710	AMP-binding protein	617	0	3	98.5192	97.2745	99.7639	0.2283	False		IF70_RS33710;P168DRAFT_331182;P168DRAFT_294109
CHM_07684	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002190	Acremonium chrysogenum ATCC 11550	ACRE_048150	Transcriptional activator protein-like protein	648	3	6	98.5159	95.294	99.9754	0.2093	False		QPP46759.1;QPP46749.1;QPP46750.1;ACRE_048150;QPP46758.1;QPP46760.1
CHM_04524	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002141	Streptomyces bottropensis DO-45	AKT74269.1	TxnP2	543	2	4	98.5158	95.9289	99.87	0.2056	False		CAM59601.1;CAJ21198.2;AKT74269.1;CAM59606.1
CHM_07785	BGC0002500	Streptomyces pactum	NFAT-133	BGC0001162	Moorea producens JHB	AHH34188.1	fatty acyl ACP ligase	817	4	6	98.5158	93.7496	99.9754	0.1787	False		QPP46759.1;QPP46749.1;QPP46750.1;QPP46757.1;AHH34188.1;QPP46760.1
CHM_07621	BGC0002500	Streptomyces pactum	NFAT-133	BGC0001828	Streptomyces griseus	ANZ22988.1	ZinE	1690	0	6	98.5133	96.3476	99.9754	0.212	False		ANZ22988.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_05667	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0002083	Burkholderia gladioli	LvStA_05069	Polyketide synthase PksN	10181	2	3	98.5093	97.1722	99.8464	0.2217	False		AAD37452.1;AAC26133.1;LvStA_05069
CHM_05703	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0001544	Aspergillus campestris IBT 28561	P168DRAFT_323099	hypothetical protein	2756	2	3	98.5093	97.1722	99.8464	0.2217	False		AAD37452.1;AAC26133.1;P168DRAFT_323099
CHM_07757	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000181	Bacillus velezensis FZB42	CAG23968.1	polyketide synthase type I	1906	1	6	98.5088	96.3476	99.9754	0.2307	False		QPP46759.1;CAG23968.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_07721	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002734	Aspergillus terreus NIH2624	ATEG_03629	hypothetical protein	2590	0	6	98.5047	96.3476	99.9754	0.2127	False		ATEG_03629;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_05673	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0002869	Streptomyces sp. CB04723	HXS80_03465	non-ribosomal peptide synthetase	919	2	3	98.4898	97.1722	99.8074	0.2267	False		AAD37452.1;AAC26133.1;HXS80_03465
CHM_07797	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0000032	Streptomyces chartreusis NRRL 3882	AEH42479.1	anthranilate synthase	535	0	3	98.4869	97.2745	99.6992	0.235	False		AEH42479.1;ATEG_03630;ATEG_03635
CHM_07556	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000032	Streptomyces chartreusis NRRL 3882	AEH42473.1	polyketide synthase	2942	0	6	98.4783	96.3476	99.9754	0.2147	False		AEH42473.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_05706	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0001857	Aspergillus sp. CLMG-2019a	QBE85649.1	BuaA	3987	2	3	98.4681	97.1722	99.7639	0.2317	False		AAD37452.1;AAC26133.1;QBE85649.1
CHM_04428	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001001	Lyngbya majuscula	AAS98784.1	JamM	999	2	4	98.4635	95.9289	99.9584	0.2089	False		CAM59601.1;CAJ21198.2;AAS98784.1;CAM59606.1
CHM_05664	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0000122	Nannocystis pusilla	AHN85644.1	hypothetical protein	568	2	3	98.4604	97.1722	99.7485	0.2333	False		AAD37452.1;AAC26133.1;AHN85644.1
CHM_02451	BGC0002083	Burkholderia gladioli	gladiofungin A	BGC0000186	Burkholderia thailandensis E264	BTH_II1666	polyketide synthase, putative	5566	2	5	98.4522	95.294	99.7485	0.2267	False		LvStA_05064;LvStA_05069;BTH_II1666;LvStA_05071;LvStA_05073
CHM_02878	BGC0001677	Penicillium roqueforti	mycophenolic acid	BGC0000113	Streptomyces caelestis	AAC46025.1	polyketide synthase module 3	1839	0	2	98.4383	98.4383	98.4383	0.2667	False		AAC46025.1;API82664.1
CHM_06090	BGC0002021	Actinoplanes missouriensis 431	fogacin	BGC0001394	Myxococcus stipitatus DSM 14675	MYSTI_04322	polyketide synthase	5195	1	2	98.4383	98.4383	98.4383	0.2667	False		AMIS_50350;MYSTI_04322
CHM_07603	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002250	Pyrenophora tritici-repentis Pt-1C-BFP	PTRG_04251	MFS gliotoxin efflux transporter GliA	557	2	6	98.4358	96.3476	99.9939	0.2213	False		QPP46759.1;QPP46749.1;PTRG_04251;QPP46757.1;QPP46758.1;QPP46760.1
CHM_04447	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000122	Nannocystis pusilla	AHN85651.1	Phn2	7362	1	4	98.4321	96.6894	99.9447	0.2289	False		CAM59601.1;AHN85651.1;CAJ21199.2;CAM59606.1
CHM_09032	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0000954	Chondromyces crocatus	CAQ18832.1	polyketide synthase	2178	2	3	98.4317	98.0276	98.8359	0.265	False		AFJ52660.1;AFJ52712.1;CAQ18832.1
CHM_04420	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000032	Streptomyces chartreusis NRRL 3882	AEH42470.1	peptidase S15	680	2	4	98.4287	95.9289	99.9702	0.2122	False		CAM59601.1;CAJ21198.2;AEH42470.1;CAM59606.1
CHM_07666	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000034	Streptomyces sp. FR-008	AAQ82552.1	FscRII	942	0	6	98.4229	96.3476	99.9754	0.2187	False		AAQ82552.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_05781	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0000117	Streptomyces avermitilis	BAB69189.1	luxR-family transcriptional regulatory protein	931	2	3	98.418	97.1722	99.6639	0.2417	False		AAD37452.1;AAC26133.1;BAB69189.1
CHM_04920	BGC0001544	Aspergillus campestris IBT 28561	chlorflavonin	BGC0000034	Streptomyces sp. FR-008	AAQ82566.1	FscF	2049	0	3	98.416	97.068	99.7639	0.235	False		AAQ82566.1;P168DRAFT_331182;P168DRAFT_294109
CHM_07643	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000113	Streptomyces caelestis	AAC46028.1	polyketide synthase module 7	1879	2	6	98.4124	96.3476	99.9702	0.2267	False		QPP46759.1;QPP46749.1;AAC46028.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_04547	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002500	Streptomyces pactum	QPP46749.1	polyketide synthase	1838	1	4	98.404	96.6894	99.525	0.25	False		CAM59601.1;QPP46749.1;CAJ21199.2;CAM59606.1
CHM_07692	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002141	Streptomyces bottropensis DO-45	AKT74269.1	TxnP2	543	1	6	98.4007	96.3476	99.9754	0.2393	False		QPP46759.1;AKT74269.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_09042	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0001729	Penicillium brasilianum	BAV69305.1	PrhD	511	0	3	98.3978	98.0276	98.7679	0.2683	False		BAV69305.1;AFJ52712.1;AFJ52700.1
CHM_07616	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000105	Streptomyces nanchangensis	AAP42873.1	NanA11	2187	0	6	98.3939	96.3476	99.9754	0.2207	False		AAP42873.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_04603	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000117	Streptomyces avermitilis	BAB69195.1	modular polyketide synthase	4685	1	4	98.3932	96.6894	99.9754	0.2278	False		CAM59601.1;BAB69195.1;CAJ21199.2;CAM59606.1
CHM_09459	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001971	Okeania hirsuta	AZH23817.1	MgiQ	2772	2	5	98.3925	96.2891	99.481	0.2533	False		QKW94305.1;QKW94294.1;AZH23817.1;QKW94281.1;QKW94285.1
CHM_02726	BGC0002869	Streptomyces sp. CB04723	Tripmycin A	BGC0002083	Burkholderia gladioli	LvStA_05064	putative aldehyde dehydrogenase AldA	505	1	3	98.3874	97.5707	99.2041	0.2617	False		HXS80_03335;LvStA_05064;HXS80_03465
CHM_09696	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001162	Moorea producens JHB	AHH34188.1	fatty acyl ACP ligase	817	4	5	98.3759	95.9289	99.9801	0.2275	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;AHH34188.1
CHM_07924	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0002342	Myxococcus xanthus	QKW94304.1	non-ribosomal peptide synthetase	1095	1	3	98.3749	97.068	99.6818	0.2433	False		ATEG_03629;QKW94304.1;ATEG_03635
CHM_04502	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000034	Streptomyces sp. FR-008	AAQ82567.1	FscE	7771	0	4	98.36	96.6894	99.9911	0.2267	False		AAQ82567.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_05730	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0001394	Myxococcus stipitatus DSM 14675	MYSTI_04323	polyketide synthase	1852	2	3	98.3593	97.1722	99.5463	0.2517	False		AAD37452.1;AAC26133.1;MYSTI_04323
CHM_04510	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000252	Streptomyces griseus subsp. griseus	AAC26133.1	putative diester hydrolase	569	0	4	98.3577	96.6894	99.9843	0.2289	False		AAC26133.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_09549	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000038	Streptomyces coelicolor A3(2)	CAC37880.1	putative diaminobutyrate-pyruvate aminotransferase	518	2	5	98.3575	96.2891	99.481	0.2567	False		QKW94305.1;QKW94294.1;CAC37880.1;QKW94281.1;QKW94285.1
CHM_04414	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000133	Amycolatopsis orientalis	AFI57006.1	QmnA2	1771	0	4	98.353	96.6894	99.9702	0.2322	False		AFI57006.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_09023	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0000038	Streptomyces coelicolor A3(2)	CAB60189.1	putative oxidoreductase alpha-subunit	630	2	3	98.3431	97.8504	98.8359	0.2717	False		AFJ52660.1;AFJ52712.1;CAB60189.1
CHM_04590	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001069	Sorangium cellulosum	AAY89049.1	polyketide synthase	5843	0	4	98.342	96.6894	99.9371	0.2378	False		AAY89049.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_08299	BGC0002324	Archangium violaceum	myxochelin B	BGC0002480	Sphaerospermopsis sp. LEGE 00249	H5968_00855	polyketide synthase	1286	2	3	98.3353	98.1557	98.5149	0.275	False		JQX13_35810;JQX13_35820;H5968_00855
CHM_09561	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000297	Planktothrix agardhii NIVA-CYA 126	CAM59606.1	non-ribosomal peptide synthetase	1622	4	5	98.3325	95.9289	99.9801	0.2308	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;CAM59606.1
CHM_04411	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001971	Okeania hirsuta	AZH23820.1	MgiG	1902	1	4	98.3312	96.6894	99.435	0.2589	False		CAM59601.1;AZH23820.1;CAJ21199.2;CAM59606.1
CHM_04584	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000275	Streptomyces glaucescens	AAA67509.1	tetracenomycin C resistance and export protein	538	2	4	98.3209	95.9289	99.7485	0.24	False		CAM59601.1;CAJ21198.2;AAA67509.1;CAM59606.1
CHM_06044	BGC0002021	Actinoplanes missouriensis 431	fogacin	BGC0002237	Aspergillus oryzae RIB40	AO090701000530		1891	1	2	98.32	98.32	98.32	0.2767	False		AMIS_50350;AO090701000530
CHM_04440	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000163	Streptomyces longisporoflavus	ACR50792.1	putative acyl-CoA synthase	520	2	4	98.3192	95.9289	99.881	0.2344	False		CAM59601.1;CAJ21198.2;ACR50792.1;CAM59606.1
CHM_04478	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000040	Streptomyces neyagawaensis	AAZ94398.1	putative carbamoyltransferase	670	0	4	98.3157	96.6894	99.8584	0.2467	False		AAZ94398.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_07631	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000040	Streptomyces neyagawaensis	AAZ94398.1	putative carbamoyltransferase	670	0	6	98.3128	96.3476	99.9754	0.226	False		AAZ94398.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_04518	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002021	Actinoplanes missouriensis 431	AMIS_50690	putative ABC transporter ATPase and permease protein	576	0	4	98.3076	96.6894	99.8339	0.2489	False		AMIS_50690;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_04594	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000112	Streptomyces carzinostaticus subsp. neocarzinostaticus	AAM77988.1	membrane protein	720	0	4	98.3076	96.6894	99.8339	0.2489	False		AAM77988.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_04490	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000954	Chondromyces crocatus	CAQ18835.1	polyketide synthase	1620	0	4	98.3032	96.6894	99.8209	0.25	False		CAQ18835.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_04450	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002083	Burkholderia gladioli	LvStA_05070	Polyketide synthase PksL	3248	0	4	98.2987	96.6894	99.8074	0.2511	False		LvStA_05070;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_07916	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0001073	Micromonospora sp. TP-A0468	AFJ52712.1	SNF2/RAD54 family helicase	929	2	3	98.2966	96.7998	99.7934	0.24	False		ATEG_03629;ATEG_03630;AFJ52712.1
CHM_04570	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002137	Streptomyces sp. NRRL F-3213	IF70_RS33780	FAD-dependent oxidoreductase	536	0	4	98.2941	96.6894	99.7934	0.2522	False		IF70_RS33780;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_07668	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000034	Streptomyces sp. FR-008	AAQ82560.1	PabAB	723	2	6	98.2937	96.3476	99.881	0.2413	False		QPP46759.1;QPP46749.1;AAQ82560.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_04466	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000105	Streptomyces nanchangensis	AAP42858.1	NanA4	3956	0	4	98.2842	96.6894	99.7639	0.2544	False		AAP42858.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_04582	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000275	Streptomyces glaucescens	AAA67511.1	hydroxylase	561	0	4	98.2842	96.6894	99.7639	0.2544	False		AAA67511.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_06522	BGC0001299	Sorangium cellulosum	chlorotonil A	BGC0000345	Streptomyces hygroscopicus	AHB38511.1	EpnJ	658	2	6	98.2752	93.8241	99.9998	0.2107	False		ALD83700.1;ALD83701.1;AHB38511.1;ALD83703.1;ALD83704.1;ALD83711.1
CHM_07705	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000345	Streptomyces hygroscopicus	AHB38508.1	EpnF	599	4	6	98.2735	92.0109	99.9754	0.18	False		QPP46759.1;QPP46749.1;QPP46750.1;QPP46757.1;AHB38508.1;QPP46760.1
CHM_07820	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0000122	Nannocystis pusilla	AHN85650.1	Phn1	557	2	3	98.2691	96.7449	99.7934	0.2417	False		ATEG_03629;ATEG_03630;AHN85650.1
CHM_04494	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001544	Aspergillus campestris IBT 28561	P168DRAFT_294109	cytochrome P450	523	0	4	98.2569	96.6894	99.6818	0.26	False		P168DRAFT_294109;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_05753	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0000186	Burkholderia thailandensis E264	BTH_II1665	polyketide synthase, putative	4649	1	3	98.2563	97.8504	98.6623	0.28	False		AAD37452.1;BTH_II1665;AAC26134.1
CHM_04583	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000275	Streptomyces glaucescens	AAA67509.1	tetracenomycin C resistance and export protein	538	1	4	98.2556	96.6894	99.525	0.2644	False		CAM59601.1;AAA67509.1;CAJ21199.2;CAM59606.1
CHM_08468	BGC0002480	Sphaerospermopsis sp. LEGE 00249	chlorosphaerolactylate D	BGC0000112	Streptomyces carzinostaticus subsp. neocarzinostaticus	AAM77981.1	aminotransferase	526	0	3	98.2531	97.2745	99.2317	0.27	False		AAM77981.1;H5968_00855;H5968_00880
CHM_07821	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0002083	Burkholderia gladioli	LvStA_05069	Polyketide synthase PksN	10181	0	3	98.2495	96.7998	99.6992	0.25	False		LvStA_05069;ATEG_03630;ATEG_03635
CHM_09545	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000040	Streptomyces neyagawaensis	AAZ94386.1	modular polyketide synthase	2841	3	5	98.2452	96.3476	99.9801	0.2383	False		QKW94305.1;QKW94294.1;QKW94304.1;AAZ94386.1;QKW94285.1
CHM_04293	BGC0000113	Streptomyces caelestis	niddamycin	BGC0000252	Streptomyces griseus subsp. griseus	AAD37452.1	putative ketoacyl reductase	533	3	5	98.242	96.4057	99.3372	0.2667	False		AAC46024.1;AAC46025.1;AAC46026.1;AAD37452.1;AAC46028.1
CHM_09093	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0000181	Bacillus velezensis FZB42	CAG23964.1	polyketide synthase type I	4086	0	3	98.2403	97.7126	98.7679	0.28	False		CAG23964.1;AFJ52712.1;AFJ52700.1
CHM_02891	BGC0001677	Penicillium roqueforti	mycophenolic acid	BGC0001729	Penicillium brasilianum	BAV69301.1	putative transcription factor	720	1	2	98.2388	98.2388	98.2388	0.2833	False		API82663.1;BAV69301.1
CHM_04863	BGC0001544	Aspergillus campestris IBT 28561	chlorflavonin	BGC0001001	Lyngbya majuscula	AAS98782.1	JamK	1697	0	3	98.2267	96.6894	99.7639	0.2467	False		AAS98782.1;P168DRAFT_331182;P168DRAFT_294109
CHM_07766	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002342	Myxococcus xanthus	QKW94281.1	long-chain-fatty-acid--CoA ligase	526	0	6	98.2259	96.3476	99.9754	0.2313	False		QKW94281.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_04482	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000038	Streptomyces coelicolor A3(2)	CAC37880.1	putative diaminobutyrate-pyruvate aminotransferase	518	0	4	98.2254	96.6894	99.5874	0.2656	False		CAC37880.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_02213	BGC0000122	Nannocystis pusilla	phenylnannolone A	BGC0002734	Aspergillus terreus NIH2624	ATEG_03630	predicted protein	1069	1	3	98.2199	97.8504	98.5895	0.2833	False		AHN85651.1;ATEG_03630;AHN85644.1
CHM_09009	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0000105	Streptomyces nanchangensis	AAP42878.1	NanG6	524	0	3	98.2168	97.6657	98.7679	0.2817	False		AAP42878.1;AFJ52712.1;AFJ52700.1
CHM_04460	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002869	Streptomyces sp. CB04723	HXS80_03465	non-ribosomal peptide synthetase	919	2	4	98.2142	95.9289	99.7161	0.2533	False		CAM59601.1;CAJ21198.2;HXS80_03465;CAM59606.1
CHM_04467	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000105	Streptomyces nanchangensis	AAP42856.1	NanA2	2223	1	4	98.2124	96.6894	99.2854	0.2722	False		CAM59601.1;AAP42856.1;CAJ21199.2;CAM59606.1
CHM_09651	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0002324	Archangium violaceum	JQX13_35820	myxochelin non-ribosomal peptide synthetase MxcG	1440	4	5	98.2036	95.9289	99.9801	0.24	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;JQX13_35820
CHM_04962	BGC0001544	Aspergillus campestris IBT 28561	chlorflavonin	BGC0002324	Archangium violaceum	JQX13_35830	TonB-dependent siderophore myxochelin receptor MxcH	845	0	3	98.1988	96.6336	99.7639	0.2483	False		JQX13_35830;P168DRAFT_331182;P168DRAFT_294109
CHM_02886	BGC0001677	Penicillium roqueforti	mycophenolic acid	BGC0001857	Aspergillus sp. CLMG-2019a	QBE85647.1	BuaG	503	0	2	98.1975	98.1975	98.1975	0.2867	False		QBE85647.1;API82664.1
CHM_07918	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0000181	Bacillus velezensis FZB42	CAG23966.1	polyketide synthase type I	2912	1	3	98.1861	97.8954	98.4768	0.2867	False		ATEG_03629;CAG23966.1;ATEG_03635
CHM_04263	BGC0000113	Streptomyces caelestis	niddamycin	BGC0000297	Planktothrix agardhii NIVA-CYA 126	CAM59601.1	non-ribosomal peptide synthetase/polyketide synthase hybrid enzyme	1416	3	5	98.1834	96.4057	99.3372	0.2758	False		AAC46024.1;AAC46025.1;AAC46026.1;CAM59601.1;AAC46028.1
CHM_04418	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000032	Streptomyces chartreusis NRRL 3882	AEH42490.1	polyketide synthase	1638	0	4	98.1823	96.6894	99.4582	0.2722	False		AEH42490.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_07584	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000163	Streptomyces longisporoflavus	ACR50797.1	acyltransferase	583	3	6	98.1806	94.3343	99.9754	0.2333	False		QPP46759.1;QPP46749.1;QPP46750.1;ACR50797.1;QPP46758.1;QPP46760.1
CHM_08984	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0000967	uncultured Candidatus Entotheonella sp.	BAP05573.1	CalY	787	2	3	98.1791	97.5224	98.8359	0.2833	False		AFJ52660.1;AFJ52712.1;BAP05573.1
CHM_05751	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0002480	Sphaerospermopsis sp. LEGE 00249	H5968_00850	non-ribosomal peptide synthetase (depsipeptide synthetase)	2325	2	3	98.1741	97.1722	99.1761	0.2767	False		AAD37452.1;AAC26133.1;H5968_00850
CHM_07825	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0002250	Pyrenophora tritici-repentis Pt-1C-BFP	PTRG_04251	MFS gliotoxin efflux transporter GliA	557	1	3	98.1711	97.2236	99.1185	0.2783	False		ATEG_03629;PTRG_04251;ATEG_03635
CHM_09075	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0002734	Aspergillus terreus NIH2624	ATEG_03635	conserved hypothetical protein	705	0	3	98.1693	97.5707	98.7679	0.285	False		ATEG_03635;AFJ52712.1;AFJ52700.1
